Section,Table/Figure,Title,Period,Country,Age_years,Breakdown/Measure,Data_Type,Value,Value_Denominator,Value_Numerator
Treatment target,Figure 6,Percentage of adolescents and young adults with type 1 diabetes and HbA1c > 86 mmol/mol by age at HbA1c result,2017-21,England,18,,%,26.0,11270.0,2935.0
Treatment target,Figure 6,Percentage of adolescents and young adults with type 1 diabetes and HbA1c > 86 mmol/mol by age at HbA1c result,2017-21,England,19,,%,27.9,10955.0,3055.0
Treatment target,Figure 6,Percentage of adolescents and young adults with type 1 diabetes and HbA1c > 86 mmol/mol by age at HbA1c result,2017-21,England,20,,%,28.8,11155.0,3210.0
Treatment target,Figure 6,Percentage of adolescents and young adults with type 1 diabetes and HbA1c > 86 mmol/mol by age at HbA1c result,2017-21,England,21,,%,27.6,11555.0,3185.0
Treatment target,Figure 6,Percentage of adolescents and young adults with type 1 diabetes and HbA1c > 86 mmol/mol by age at HbA1c result,2017-21,England,22,,%,26.3,12130.0,3190.0
Treatment target,Figure 6,Percentage of adolescents and young adults with type 1 diabetes and HbA1c > 86 mmol/mol by age at HbA1c result,2017-21,England,23,,%,25.1,12570.0,3150.0
Treatment target,Figure 6,Percentage of adolescents and young adults with type 1 diabetes and HbA1c > 86 mmol/mol by age at HbA1c result,2017-21,England,24,,%,24.2,12910.0,3125.0
Treatment target,Figure 6,Percentage of adolescents and young adults with type 1 diabetes and HbA1c > 86 mmol/mol by age at HbA1c result,2017-21,England,25,,%,23.2,13250.0,3070.0
Treatment target,Figure 7,Percentage of adolescents and young adults with type 1 diabetes with an abnormal Urine Albumin Creatinine Ratio (UACR) level by age at UACR result,2017-21,England,15,,%,21.0,5415.0,1135.0
Treatment target,Figure 7,Percentage of adolescents and young adults with type 1 diabetes with an abnormal Urine Albumin Creatinine Ratio (UACR) level by age at UACR result,2017-21,England,16,,%,20.6,5340.0,1100.0
Treatment target,Figure 7,Percentage of adolescents and young adults with type 1 diabetes with an abnormal Urine Albumin Creatinine Ratio (UACR) level by age at UACR result,2017-21,England,17,,%,23.4,5405.0,1265.0
Treatment target,Figure 7,Percentage of adolescents and young adults with type 1 diabetes with an abnormal Urine Albumin Creatinine Ratio (UACR) level by age at UACR result,2017-21,England,18,,%,25.2,4675.0,1180.0
Treatment target,Figure 7,Percentage of adolescents and young adults with type 1 diabetes with an abnormal Urine Albumin Creatinine Ratio (UACR) level by age at UACR result,2017-21,England,19,,%,30.7,3555.0,1090.0
Treatment target,Figure 7,Percentage of adolescents and young adults with type 1 diabetes with an abnormal Urine Albumin Creatinine Ratio (UACR) level by age at UACR result,2017-21,England,20,,%,31.4,3340.0,1050.0
Treatment target,Figure 7,Percentage of adolescents and young adults with type 1 diabetes with an abnormal Urine Albumin Creatinine Ratio (UACR) level by age at UACR result,2017-21,England,21,,%,33.6,3345.0,1125.0
Treatment target,Figure 7,Percentage of adolescents and young adults with type 1 diabetes with an abnormal Urine Albumin Creatinine Ratio (UACR) level by age at UACR result,2017-21,England,22,,%,33.0,3545.0,1170.0
Treatment target,Figure 7,Percentage of adolescents and young adults with type 1 diabetes with an abnormal Urine Albumin Creatinine Ratio (UACR) level by age at UACR result,2017-21,England,23,,%,33.7,3690.0,1245.0
Treatment target,Figure 7,Percentage of adolescents and young adults with type 1 diabetes with an abnormal Urine Albumin Creatinine Ratio (UACR) level by age at UACR result,2017-21,England,24,,%,34.3,3675.0,1260.0
Treatment target,Figure 7,Percentage of adolescents and young adults with type 1 diabetes with an abnormal Urine Albumin Creatinine Ratio (UACR) level by age at UACR result,2017-21,England,25,,%,34.5,3720.0,1285.0
Treatment target,Figure 8,Percentage of adolescents and young adults with type 1 diabetes and abnormal Urine Albumin Creatinine Ratio (UACR) levels by age at UACR result and diabetes duration,2017-21,England,15,Diabetes duration: < 1 year,%,4.4,1130.0,50.0
Treatment target,Figure 8,Percentage of adolescents and young adults with type 1 diabetes and abnormal Urine Albumin Creatinine Ratio (UACR) levels by age at UACR result and diabetes duration,2017-21,England,15,Diabetes duration: 1-4 years,%,39.4,1130.0,445.0
Treatment target,Figure 8,Percentage of adolescents and young adults with type 1 diabetes and abnormal Urine Albumin Creatinine Ratio (UACR) levels by age at UACR result and diabetes duration,2017-21,England,15,Diabetes duration: 5-9 years,%,34.5,1130.0,390.0
Treatment target,Figure 8,Percentage of adolescents and young adults with type 1 diabetes and abnormal Urine Albumin Creatinine Ratio (UACR) levels by age at UACR result and diabetes duration,2017-21,England,15,Diabetes duration: 10+ years,%,21.2,1130.0,240.0
Treatment target,Figure 8,Percentage of adolescents and young adults with type 1 diabetes and abnormal Urine Albumin Creatinine Ratio (UACR) levels by age at UACR result and diabetes duration,2017-21,England,16,Diabetes duration: < 1 year,%,5.0,1100.0,55.0
Treatment target,Figure 8,Percentage of adolescents and young adults with type 1 diabetes and abnormal Urine Albumin Creatinine Ratio (UACR) levels by age at UACR result and diabetes duration,2017-21,England,16,Diabetes duration: 1-4 years,%,34.5,1100.0,380.0
Treatment target,Figure 8,Percentage of adolescents and young adults with type 1 diabetes and abnormal Urine Albumin Creatinine Ratio (UACR) levels by age at UACR result and diabetes duration,2017-21,England,16,Diabetes duration: 5-9 years,%,35.0,1100.0,385.0
Treatment target,Figure 8,Percentage of adolescents and young adults with type 1 diabetes and abnormal Urine Albumin Creatinine Ratio (UACR) levels by age at UACR result and diabetes duration,2017-21,England,16,Diabetes duration: 10+ years,%,25.5,1100.0,280.0
Treatment target,Figure 8,Percentage of adolescents and young adults with type 1 diabetes and abnormal Urine Albumin Creatinine Ratio (UACR) levels by age at UACR result and diabetes duration,2017-21,England,17,Diabetes duration: < 1 year,%,6.0,1260.0,75.0
Treatment target,Figure 8,Percentage of adolescents and young adults with type 1 diabetes and abnormal Urine Albumin Creatinine Ratio (UACR) levels by age at UACR result and diabetes duration,2017-21,England,17,Diabetes duration: 1-4 years,%,27.0,1260.0,340.0
Treatment target,Figure 8,Percentage of adolescents and young adults with type 1 diabetes and abnormal Urine Albumin Creatinine Ratio (UACR) levels by age at UACR result and diabetes duration,2017-21,England,17,Diabetes duration: 5-9 years,%,37.3,1260.0,470.0
Treatment target,Figure 8,Percentage of adolescents and young adults with type 1 diabetes and abnormal Urine Albumin Creatinine Ratio (UACR) levels by age at UACR result and diabetes duration,2017-21,England,17,Diabetes duration: 10+ years,%,30.2,1260.0,380.0
Treatment target,Figure 8,Percentage of adolescents and young adults with type 1 diabetes and abnormal Urine Albumin Creatinine Ratio (UACR) levels by age at UACR result and diabetes duration,2017-21,England,18,Diabetes duration: < 1 year,%,6.0,1175.0,70.0
Treatment target,Figure 8,Percentage of adolescents and young adults with type 1 diabetes and abnormal Urine Albumin Creatinine Ratio (UACR) levels by age at UACR result and diabetes duration,2017-21,England,18,Diabetes duration: 1-4 years,%,23.4,1175.0,275.0
Treatment target,Figure 8,Percentage of adolescents and young adults with type 1 diabetes and abnormal Urine Albumin Creatinine Ratio (UACR) levels by age at UACR result and diabetes duration,2017-21,England,18,Diabetes duration: 5-9 years,%,37.4,1175.0,440.0
Treatment target,Figure 8,Percentage of adolescents and young adults with type 1 diabetes and abnormal Urine Albumin Creatinine Ratio (UACR) levels by age at UACR result and diabetes duration,2017-21,England,18,Diabetes duration: 10+ years,%,33.6,1175.0,395.0
Treatment target,Figure 8,Percentage of adolescents and young adults with type 1 diabetes and abnormal Urine Albumin Creatinine Ratio (UACR) levels by age at UACR result and diabetes duration,2017-21,England,19,Diabetes duration: < 1 year,%,6.5,1085.0,70.0
Treatment target,Figure 8,Percentage of adolescents and young adults with type 1 diabetes and abnormal Urine Albumin Creatinine Ratio (UACR) levels by age at UACR result and diabetes duration,2017-21,England,19,Diabetes duration: 1-4 years,%,22.6,1085.0,245.0
Treatment target,Figure 8,Percentage of adolescents and young adults with type 1 diabetes and abnormal Urine Albumin Creatinine Ratio (UACR) levels by age at UACR result and diabetes duration,2017-21,England,19,Diabetes duration: 5-9 years,%,36.4,1085.0,395.0
Treatment target,Figure 8,Percentage of adolescents and young adults with type 1 diabetes and abnormal Urine Albumin Creatinine Ratio (UACR) levels by age at UACR result and diabetes duration,2017-21,England,19,Diabetes duration: 10+ years,%,34.6,1085.0,375.0
Treatment target,Figure 8,Percentage of adolescents and young adults with type 1 diabetes and abnormal Urine Albumin Creatinine Ratio (UACR) levels by age at UACR result and diabetes duration,2017-21,England,20,Diabetes duration: < 1 year,%,6.2,1045.0,65.0
Treatment target,Figure 8,Percentage of adolescents and young adults with type 1 diabetes and abnormal Urine Albumin Creatinine Ratio (UACR) levels by age at UACR result and diabetes duration,2017-21,England,20,Diabetes duration: 1-4 years,%,19.6,1045.0,205.0
Treatment target,Figure 8,Percentage of adolescents and young adults with type 1 diabetes and abnormal Urine Albumin Creatinine Ratio (UACR) levels by age at UACR result and diabetes duration,2017-21,England,20,Diabetes duration: 5-9 years,%,34.0,1045.0,355.0
Treatment target,Figure 8,Percentage of adolescents and young adults with type 1 diabetes and abnormal Urine Albumin Creatinine Ratio (UACR) levels by age at UACR result and diabetes duration,2017-21,England,20,Diabetes duration: 10+ years,%,40.2,1045.0,420.0
Treatment target,Figure 8,Percentage of adolescents and young adults with type 1 diabetes and abnormal Urine Albumin Creatinine Ratio (UACR) levels by age at UACR result and diabetes duration,2017-21,England,21,Diabetes duration: < 1 year,%,4.9,1125.0,55.0
Treatment target,Figure 8,Percentage of adolescents and young adults with type 1 diabetes and abnormal Urine Albumin Creatinine Ratio (UACR) levels by age at UACR result and diabetes duration,2017-21,England,21,Diabetes duration: 1-4 years,%,18.2,1125.0,205.0
Treatment target,Figure 8,Percentage of adolescents and young adults with type 1 diabetes and abnormal Urine Albumin Creatinine Ratio (UACR) levels by age at UACR result and diabetes duration,2017-21,England,21,Diabetes duration: 5-9 years,%,28.4,1125.0,320.0
Treatment target,Figure 8,Percentage of adolescents and young adults with type 1 diabetes and abnormal Urine Albumin Creatinine Ratio (UACR) levels by age at UACR result and diabetes duration,2017-21,England,21,Diabetes duration: 10+ years,%,48.0,1125.0,540.0
Treatment target,Figure 8,Percentage of adolescents and young adults with type 1 diabetes and abnormal Urine Albumin Creatinine Ratio (UACR) levels by age at UACR result and diabetes duration,2017-21,England,22,Diabetes duration: < 1 year,%,5.2,1160.0,60.0
Treatment target,Figure 8,Percentage of adolescents and young adults with type 1 diabetes and abnormal Urine Albumin Creatinine Ratio (UACR) levels by age at UACR result and diabetes duration,2017-21,England,22,Diabetes duration: 1-4 years,%,16.4,1160.0,190.0
Treatment target,Figure 8,Percentage of adolescents and young adults with type 1 diabetes and abnormal Urine Albumin Creatinine Ratio (UACR) levels by age at UACR result and diabetes duration,2017-21,England,22,Diabetes duration: 5-9 years,%,27.2,1160.0,315.0
